"LogD","All_fragments","Counts","All_fragments_h","AMW","SMILES_H"
2.998,"*C(=O)C(Br)=C(Br)c1ccccc1",1,"O=CC(Br)=C(Br)c1ccccc1",289.954,"[H]C(=O)C(Br)=C(Br)c1c([H])c([H])c([H])c([H])c1[H]"
2.925,"*CCCC(C)=CCN=C=S",1,"CCCC(C)=CCN=C=S",155.266,"[H]C(=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])N=C=S"
-1.274,"*c1cc(OC)c([S+](C)[O-])c(C=NO)n1",1,"COc1ccnc(C=NO)c1[S+](C)[O-]",214.246,"[H]ON=C([H])c1nc([H])c([H])c(OC([H])([H])[H])c1[S+]([O-])C([H])([H])[H]"
-0.87,"*C(=O)C(C)=NC(=O)CCC(=O)O",1,"CC(C=O)=NC(=O)CCC(=O)O",171.15200000000002,"[H]OC(=O)C([H])([H])C([H])([H])C(=O)N=C(C([H])=O)C([H])([H])[H]"
-0.719,"*N1CC(OC(C)=O)C(OC(C)=O)C1",1,"CC(=O)OC1CNCC1OC(C)=O",187.195,"[H]N1C([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C1([H])[H]"
0.721,"*C1C2C=CC1O2",1,"C1=CC2CC1O2",82.10199999999999,"[H]C1=C([H])C2([H])OC1([H])C2([H])[H]"
1.817,"*C(=O)c1cc(C(*)=O)c(CCCC)c(C(*)=O)c1",1,"CCCCc1c(C=O)cc(C=O)cc1C=O",218.25199999999998,"[H]C(=O)c1c([H])c(C([H])=O)c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(C([H])=O)c1[H]"
0.723,"*C(=O)C(OC(=O)C(C(C)C)N(C)C)C(C)C",1,"CC(C)C(C=O)OC(=O)C(C(C)C)N(C)C",229.32,"[H]C(=O)C([H])(OC(=O)C([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]"
0.614,"*C(=O)C12CCCCC1(C(*)=O)O2",1,"O=CC12CCCCC1(C=O)O2",154.165,"[H]C(=O)C12OC1(C([H])=O)C([H])([H])C([H])([H])C([H])([H])C2([H])[H]"
2.834,"*c1ccc(C=C)cc1",1,"C=Cc1ccccc1",104.15199999999997,"[H]C([H])=C([H])c1c([H])c([H])c([H])c([H])c1[H]"
